invoice_reuse,bank_count,drawdown_30d,revenue_loan_ratio,industry_risk,punished_before,registered_capital,label,high_invoice_reuse,multi_bank,frequent_drawdown
0,5,1,3.0891652917157257,0,0,189.1334221663919,0,0,0,0
0,3,2,2.528230934894663,0,0,167.22395920615008,0,0,0,0
0,2,0,3.037178662588269,1,0,92.21630298214478,0,0,0,0
2,3,2,1.20853830735431,0,0,77.1273551786666,1,1,0,0
0,2,2,4.352673076681737,2,1,204.8689281406803,0,0,0,0
0,2,1,4.593060245050644,0,0,62.947769820282176,0,0,0,0
0,4,4,2.5234774840081515,0,1,115.37984953377608,0,0,0,0
1,1,5,1.7619343770810958,0,1,266.89836642963246,1,0,0,1
0,5,2,1.1337504244385554,0,0,230.7853457330189,0,0,0,0
1,2,1,3.57694171150012,0,0,46.65278799611379,0,0,0,0
0,3,2,1.9050432782933084,0,0,200.0414720583426,0,0,0,0
0,6,3,4.592923564610249,1,0,1132.1586532951244,0,0,1,0
0,3,0,3.5195561368019157,0,0,291.66197623036913,0,0,0,0
0,3,1,3.405583963284083,2,0,112.77692521588162,0,0,0,0
1,7,5,3.017309521542084,0,0,548.6686137031309,1,0,1,1
1,3,3,0.7059935274292652,1,0,1338.34363877567,1,0,0,0
3,1,0,4.693650960585141,0,0,351.90333260631587,1,1,0,0
0,0,4,3.32571871984757,0,0,26.27040472755108,0,0,0,0
0,3,2,4.973278925223997,1,0,275.0115450371413,0,0,0,0
1,1,2,2.918103821477992,1,0,571.799052500712,0,0,0,0
0,2,1,3.695499013577959,1,0,18.84149409476597,0,0,0,0
0,1,4,0.7529430103979997,1,0,378.8405893339482,0,0,0,0
0,3,1,3.342812795705349,1,0,121.13168549919078,0,0,0,0
0,1,1,3.940923252156608,0,1,553.0444963552414,0,0,0,0
3,2,3,4.003314326836508,2,0,138.21963365404565,1,1,0,0
2,4,2,3.9655024350362846,1,0,209.1863996233972,1,1,0,0
1,3,2,1.5182718228215044,2,0,212.72338067646663,0,0,0,0
0,4,1,4.8892931492235165,2,0,303.11452003265106,0,0,0,0
0,2,2,4.978319542812224,0,0,232.08508397955293,0,0,0,0
0,2,2,0.8401814382272057,0,0,60.394791476449576,0,0,0,0
0,3,1,4.714008902652908,1,0,114.07720694209009,0,0,0,0
0,1,2,1.802521374369662,1,0,147.43973952172917,0,0,0,0
1,2,1,3.6017783678793416,1,0,507.9371516134474,0,0,0,0
1,4,3,2.0214991433125946,1,0,240.886396299042,0,0,0,0
0,6,0,4.854894455179047,0,0,76.89260574368922,0,0,1,0
3,4,1,0.9567673623659096,0,0,59.163493110434295,1,1,0,0
1,1,2,2.739860676303692,0,0,285.6442682020352,0,0,0,0
0,4,3,2.426215063739336,1,0,92.3121912611687,0,0,0,0
1,4,3,1.967105535250932,1,0,315.19585075753554,0,0,0,0
0,1,0,3.404902958960669,0,0,140.36045229369952,0,0,0,0
0,5,1,1.0897508453975036,1,0,639.1287407121944,0,0,0,0
0,2,2,3.724980881601636,0,0,71.02160483575148,0,0,0,0
1,1,0,4.912664557121543,0,0,625.6324839924073,0,0,0,0
0,4,2,4.120514215108836,1,1,396.8174854374982,0,0,0,0
0,3,3,4.370075388092954,0,0,95.54557481904844,0,0,0,0
0,3,2,2.118365344305511,1,0,61.6619594890211,0,0,0,0
0,6,4,1.961989729165484,2,0,1020.1327618560532,0,0,1,0
2,4,2,2.8267175961055995,2,0,60.181883867609,1,1,0,0
1,9,2,0.7057697664302272,0,0,201.61960948595996,1,0,1,0
0,3,0,4.754111605054397,0,0,209.63268092463235,0,0,0,0
0,2,0,1.147033278572865,1,0,149.90540258919077,0,0,0,0
0,3,2,4.563558676256416,1,0,324.1944335557918,0,0,0,0
0,2,1,0.8761199990016006,1,0,58.52355321353702,0,0,0,0
0,5,1,4.20181217455352,0,1,1025.632962846424,0,0,0,0
0,4,3,1.183831366451968,0,0,65.07116040535077,0,0,0,0
0,3,2,0.6715922634116271,1,0,128.5176971653774,0,0,0,0
1,5,4,3.737702526167339,1,0,35.2273615215772,0,0,0,0
1,3,3,1.7611938507849274,0,0,422.4677471798922,0,0,0,0
0,1,2,3.7152326875295727,0,0,980.5472937697398,0,0,0,0
0,3,1,2.9978836271276887,1,0,1105.5983229432013,0,0,0,0
1,7,1,0.9896332560352952,0,0,461.6103031617596,1,0,1,0
0,3,2,4.6945853298552365,0,0,102.3970519914634,0,0,0,0
2,2,5,2.535413786435649,0,0,148.66856540556344,1,1,0,1
1,5,4,3.805012750094096,0,0,107.45751434276252,0,0,0,0
0,2,1,2.7545925740703128,1,0,44.11718163005599,0,0,0,0
0,4,0,3.219626637325421,0,0,110.44517737311162,0,0,0,0
1,1,0,1.862481165605116,0,1,368.2497881722359,0,0,0,0
0,3,5,1.4016213680155265,0,0,62.36573334404531,0,0,0,1
0,8,4,2.941565915336305,0,0,15.165347704932822,0,0,1,0
2,3,2,2.480985378369509,1,0,42.39356918845719,1,1,0,0
0,5,2,2.255509460452699,0,0,336.37207607254265,0,0,0,0
0,6,4,3.526552377925804,1,0,26.62354845586581,0,0,1,0
1,5,3,3.607279844050112,0,0,92.5739539618246,0,0,0,0
0,4,6,0.7066402524106836,0,0,101.1270925626282,0,0,0,1
0,3,0,2.0243502240965245,0,0,192.09710467044576,0,0,0,0
2,4,3,2.352940476018698,0,0,187.65493816508763,1,1,0,0
0,0,1,0.9360147252387564,1,0,221.4547746174345,0,0,0,0
3,8,1,1.5615539001422976,0,0,127.90923503874112,1,1,1,0
2,2,1,0.7323880875024049,2,0,57.71231269251485,1,1,0,0
0,4,5,4.983089443776593,0,0,365.5496422810088,0,0,0,1
0,0,6,3.814507413364301,0,0,25.43881414308477,0,0,0,1
0,1,1,0.8935257042623915,0,1,324.1664735190716,0,0,0,0
0,7,2,0.5911222090554145,1,0,465.9566921662294,0,0,1,0
0,4,0,3.736795100685261,0,0,1535.7074817848422,0,0,0,0
1,5,0,2.4763647455720013,0,0,69.81213728140243,0,0,0,0
0,1,4,4.040585190790592,0,0,84.75873589247999,0,0,0,0
0,5,2,4.655642170182727,0,0,156.5425668814288,0,0,0,0
2,1,1,3.196851750573676,2,1,145.29061064129337,1,1,0,0
0,2,2,1.3419879031276387,1,0,341.93586226820446,0,0,0,0
2,1,0,4.019873162209036,1,0,250.25092572520225,1,1,0,0
0,4,0,4.801152844284685,1,0,104.3883235559244,0,0,0,0
0,3,2,3.1110407917698017,1,0,134.54713551895816,0,0,0,0
1,1,2,3.5689885127633008,0,0,377.40571830148696,0,0,0,0
1,3,0,2.0186361276650286,1,0,41.83796119817676,0,0,0,0
2,2,2,2.2168746259714007,0,0,117.48388631952656,1,1,0,0
1,2,1,3.805945240338787,0,0,258.4554406905088,0,0,0,0
2,1,3,4.674969942830686,1,0,51.07684494003414,1,1,0,0
0,3,4,3.330447742509585,1,1,4.301822859366686,0,0,0,0
0,2,4,4.054315588184064,1,0,630.5399107131624,0,0,0,0
1,3,2,1.2723575783691785,1,0,145.40555917448077,0,0,0,0
2,3,4,1.453815906160881,0,0,42.20054223540728,1,1,0,0
3,5,4,2.894156090750255,0,0,372.5679000842151,1,1,0,0
0,6,2,1.2944938650927824,0,0,120.50507196373928,0,0,1,0
0,3,2,3.357477815994156,1,0,52.730029417180425,0,0,0,0
1,5,0,1.8124393342761451,2,0,214.80459212924117,0,0,0,0
0,2,4,4.061896784001014,0,1,156.26498409259506,0,0,0,0
2,2,3,4.136496559764545,0,0,80.38368121432126,1,1,0,0
2,4,2,2.587043550899089,0,0,68.7438471796314,1,1,0,0
0,3,3,1.3136478576693589,2,0,53.189468828930586,0,0,0,0
1,2,3,3.4104873248686967,1,0,309.68391103870647,0,0,0,0
1,1,2,4.967541582186139,0,0,42.59102380576756,0,0,0,0
0,5,6,3.301659040741355,2,0,66.8528155120863,0,0,0,1
2,3,1,0.6609861082130353,2,0,164.21134623125354,1,1,0,0
